X1,Thai_name,Thai_script,English_name,Image,Region,Description,Description2,major_grouping,minor_grouping
24,Tua mai thot,ตัวไหมทอด,,,,"['Crispy, deep-fried ', 'pupae', ' of ', 'silkworms', '. This dish is most often eaten as a snack in order to go with any drink.\n']","Crispy, deep-fried  pupae  of  silkworms . This dish is most often eaten as a snack in order to go with any drink.",Savory snacks,Savory snacks
25,La tiang,ล่าเตียง,Omelette with Minced Shrimp,,,"['It is an ancient Thai snack, because it appears in literature of ', 'King Rama II', '. It comprises shrimp, pork and peanut and wrapped by omelette to make a square shape.\n']","It is an ancient Thai snack, because it appears in literature of  King Rama II . It comprises shrimp, pork and peanut and wrapped by omelette to make a square shape.",Savory snacks,Savory snacks
0,Chao guay,เฉาก๊วย,Grass jelly,,,['Grass jelly is made from a herb from the mint family. It is often served with only shaved ice and brown sugar.\n'],Grass jelly is made from a herb from the mint family. It is often served with only shaved ice and brown sugar.,Sweet snacks,Sweet snacks
1,Dara thong,ดาราทอง,,,,"['Dara thong', ' or ', 'thong ek krachang', ' (ทองเอกกระจัง) is a golden dough ball made from wheat flour, egg yolks, coconut milk, and sugar, topped with a little piece of gold leaf, and decorated with sugar-coated, dry-fried watermelon seeds. Nowadays, it is often wrongly referred to as ', 'cha mongkut', ' (จ่ามงกุฎ), which is the name of another Thai traditional sweet.\n']","Dara thong  or  thong ek krachang  (ทองเอกกระจัง) is a golden dough ball made from wheat flour, egg yolks, coconut milk, and sugar, topped with a little piece of gold leaf, and decorated with sugar-coated, dry-fried watermelon seeds. Nowadays, it is often wrongly referred to as  cha mongkut  (จ่ามงกุฎ), which is the name of another Thai traditional sweet.",Sweet snacks,Sweet snacks
2,Foi thong,ฝอยทอง,,,,"['The name translates to ""golden threads"", it is a sweet snack or dessert of strings of ', 'egg yolk', ' shortly boiled in sugar syrup. This, and other egg-based sweets such as ', 'sangkhaya', ', were introduced to the ', 'royal court of Ayutthaya', ' by ', 'Maria Guyomar de Pinha', ' in the 17th century CE.\n']","The name translates to ""golden threads"", it is a sweet snack or dessert of strings of  egg yolk  shortly boiled in sugar syrup. This, and other egg-based sweets such as  sangkhaya , were introduced to the  royal court of Ayutthaya  by  Maria Guyomar de Pinha  in the 17th century CE.",Sweet snacks,Sweet snacks
3,Khanom bua loi,ขนมบัวลอย,,,,"['Taro root', ' mixed with flour into balls and served in coconut milk.\n']",Taro root  mixed with flour into balls and served in coconut milk.,Sweet snacks,Sweet snacks
4,Khanom chan,ขนมชั้น,,,,"['A multi-colored pudding of layers of sticky ', 'rice flour', ' and ', 'tapioca flour', ' mixed with coconut milk and sugar. Each layer will be differently scented (', 'pandan', ', ', 'jasmine', ' and more). It is similar to the Indonesian, Malaysian and Singaporean ', 'kueh', ' lapis', '.\n']","A multi-colored pudding of layers of sticky  rice flour  and  tapioca flour  mixed with coconut milk and sugar. Each layer will be differently scented ( pandan ,  jasmine  and more). It is similar to the Indonesian, Malaysian and Singaporean  kueh  lapis .",Sweet snacks,Sweet snacks
5,Khanom farang kudi chin,ขนมฝรั่งกุฎีจีน,"""Foreigner's snack of the Chinese church""",,Bangkok,"['Small muffins. The main ingredients are duck eggs, sugar and wheat flour. No butter, milk or yeast. No preservatives. The little cakes are topped with raisins, gourds dipped in syrup, and persimmon.', '[5]', '\n']","Small muffins. The main ingredients are duck eggs, sugar and wheat flour. No butter, milk or yeast. No preservatives. The little cakes are topped with raisins, gourds dipped in syrup, and persimmon. [5] ",Sweet snacks,Sweet snacks
6,Khanom khrok,ขนมครก,,,,"['Small coconut hotcakes with different fillings. These are made on a special cast-iron pan with indentations. Two-halves are eventually stuck to one another to form the finished miniature pancake.', '[6]', '\n']",Small coconut hotcakes with different fillings. These are made on a special cast-iron pan with indentations. Two-halves are eventually stuck to one another to form the finished miniature pancake. [6] ,Sweet snacks,Sweet snacks
7,Khanom mo kaeng,ขนมหม้อแกง,,,,"['A sweet baked pudding containing coconut milk, eggs, palm sugar, and flour, sprinkled with sweet fried onions.\n']","A sweet baked pudding containing coconut milk, eggs, palm sugar, and flour, sprinkled with sweet fried onions.",Sweet snacks,Sweet snacks
8,Khanom piak pun,ขนมเปียกปูน,,,,"['The unique smoky flavor and the deep black color comes from coconut ash. It is made from a mix of sticky ', 'rice flour', ' and ', 'tapioca flour', ', together with coconut milk and sugar.\n']","The unique smoky flavor and the deep black color comes from coconut ash. It is made from a mix of sticky  rice flour  and  tapioca flour , together with coconut milk and sugar.",Sweet snacks,Sweet snacks
9,Khanom tako,ขนมตะโก้,,,,"['Jasmine', ' scented coconut pudding set in cups of fragrant pandan leaf.\n']",Jasmine  scented coconut pudding set in cups of fragrant pandan leaf.,Sweet snacks,Sweet snacks
10,Khanom tako phueak,ขนมตะโก้เผือก,,,,"['Traditional sweets made with coconut milk, rice, flour, sugar, and boiled taro pieces in a banana leaf cone.\n']","Traditional sweets made with coconut milk, rice, flour, sugar, and boiled taro pieces in a banana leaf cone.",Sweet snacks,Sweet snacks
11,Khanom tan,ขนมตาล,,,,['Palm flavoured miniature cake with shredded coconut on top.\n'],Palm flavoured miniature cake with shredded coconut on top.,Sweet snacks,Sweet snacks
12,Khanom thuai talai,ขนมถ้วยตะไล,,,,['Steamed sweet coconut jelly and cream.\n'],Steamed sweet coconut jelly and cream.,Sweet snacks,Sweet snacks
13,Khanom tom,ขนมต้ม,,,Central,"['These sweets are made by boiling balls of dough made from glutinous rice powder, coconut cream, grated coconut, sugar, and flavorings. Then they are covered with more grated coconut.\n']","These sweets are made by boiling balls of dough made from glutinous rice powder, coconut cream, grated coconut, sugar, and flavorings. Then they are covered with more grated coconut.",Sweet snacks,Sweet snacks
14,Khanom tom,ขนมต้ม,,,South,"['A Southern Thai snack made from sticky rice, coconut milk, sugar, and salt. The mixture is wrapped in a young ', 'mangrove fan palm', ' leaf, formed into a triangle shape, and then boiled or steamed until cooked. Eaten during the ', 'Chak Phra', ' Festival.\n']","A Southern Thai snack made from sticky rice, coconut milk, sugar, and salt. The mixture is wrapped in a young  mangrove fan palm  leaf, formed into a triangle shape, and then boiled or steamed until cooked. Eaten during the  Chak Phra  Festival.",Sweet snacks,Sweet snacks
15,Khanom wun,ขนมวุ้น,,,,"['These are desserts made with an ', 'agar', ' gelatin and the colors represent different flavors.\n']",These are desserts made with an  agar  gelatin and the colors represent different flavors.,Sweet snacks,Sweet snacks
16,Khao niao mamuang,ข้าวเหนียวมะม่วง,Mango with sticky rice,,,"['Sticky rice cooked in sweetened thick coconut milk, served with slices of ripe mango.', '[1]', '\n']","Sticky rice cooked in sweetened thick coconut milk, served with slices of ripe mango. [1] ",Sweet snacks,Sweet snacks
17,Khao niao sangkhaya,ข้าวเหนียวสังขยา,,,,"['Sticky rice served with an egg and coconut custard (', 'coconut jam', ').\n']",Sticky rice served with an egg and coconut custard ( coconut jam ).,Sweet snacks,Sweet snacks
18,Khao tom mat,ข้าวต้มมัด,,,,['The dish is made by wrapping sweet banana and sticky rice inside a banana leaf and then steaming it. The banana takes on a pink color after steaming.\n'],The dish is made by wrapping sweet banana and sticky rice inside a banana leaf and then steaming it. The banana takes on a pink color after steaming.,Sweet snacks,Sweet snacks
19,Kluai thot,กล้วยทอด,,,,['Deep-fried bananas in a light batter.\n'],Deep-fried bananas in a light batter.,Sweet snacks,Sweet snacks
20,Kraya sat,กระยาสารท,,,,"['Wafers or chunks of rice candy with beans and sesame. Often prepared as an offering to the ', 'monks', '.\n']",Wafers or chunks of rice candy with beans and sesame. Often prepared as an offering to the  monks .,Sweet snacks,Sweet snacks
21,Lot chong nam kathi,ลอดช่องน้ำกะทิ,Cendol,,,"['Pandan', '-flavored rice flour noodles in sweetened coconut milk, similar to the Indonesian ', 'cendol', '.\n']","Pandan -flavored rice flour noodles in sweetened coconut milk, similar to the Indonesian  cendol .",Sweet snacks,Sweet snacks
22,Mamuang dong,มะม่วงดอง,Pickled mango,,,['Pickled green mango is often eaten as a semi-sweet snack.\n'],Pickled green mango is often eaten as a semi-sweet snack.,Sweet snacks,Sweet snacks
23,Roti kluai,โรตีกล้วย,Roti with banana,,,"['Sliced banana and beaten eggs are fried inside a thin sheet of dough, then cut and served with sweetened condensed milk and/or sugar.\n']","Sliced banana and beaten eggs are fried inside a thin sheet of dough, then cut and served with sweetened condensed milk and/or sugar.",Sweet snacks,Sweet snacks
24,Roti sai mai,โรตีสายไหม,,,,"['An extremely sweet kind of ', 'cotton candy', ' which is wrapped inside small, thin pancakes.\n']","An extremely sweet kind of  cotton candy  which is wrapped inside small, thin pancakes.",Sweet snacks,Sweet snacks
25,Ruam mit,รวมมิตร,,,,"['A chilled sweet snack/dessert with a mix of ingredients, such as sweetened chestnuts, jackfruit, lotus root, tapioca, and ', 'lot chong', ', in sweetened coconut milk.\n']","A chilled sweet snack/dessert with a mix of ingredients, such as sweetened chestnuts, jackfruit, lotus root, tapioca, and  lot chong , in sweetened coconut milk.",Sweet snacks,Sweet snacks
26,Sangkhaya fak thong,สังขยาฟักทอง,Stuffed pumpkin,,,"['Steamed pumpkin with an egg-and-coconut ', 'custard', ' filling, similar to the ', 'coconut jam', ' from Malaysia, Indonesia and the Philippines.\n']","Steamed pumpkin with an egg-and-coconut  custard  filling, similar to the  coconut jam  from Malaysia, Indonesia and the Philippines.",Sweet snacks,Sweet snacks
27,Sakhu thua dam,สาคูถั่วดำ,,,,['Tapioca pearls and black beans (one of the vigna cultivars) with sweetened coconut milk and the flesh of a young coconut.\n'],Tapioca pearls and black beans (one of the vigna cultivars) with sweetened coconut milk and the flesh of a young coconut.,Sweet snacks,Sweet snacks
28,That khai,ทาร์ตไข่,Egg tart,,,"['The Thai version of the Portuguese ', 'pastel de nata', '.\n']",The Thai version of the Portuguese  pastel de nata .,Sweet snacks,Sweet snacks
29,Sakhu sai mu,สาคูไส้หมู,Tapioca Balls with Pork Filling,,,"['In Thailand tapioca balls with pork filling are call ', 'sakhu sai mu', '. ', 'Sakhu sai mu', ' is a kind of snack which is very famous in Thailand and found at street stalls and markets. It is a dumpling which consists of a flour ball with a pork filling. Most people in Thailand eat it with ', 'khao kriap pak mo', '.\n']",In Thailand tapioca balls with pork filling are call  sakhu sai mu .  Sakhu sai mu  is a kind of snack which is very famous in Thailand and found at street stalls and markets. It is a dumpling which consists of a flour ball with a pork filling. Most people in Thailand eat it with  khao kriap pak mo .,Sweet snacks,Sweet snacks
30,Thong yip,ทองหยิบ,,,,"['Thong yip', ' is made from egg yolks like ', 'foi thong', '. The difference is that instead of being thread-like, ', 'thong yip', ' are shaped like flowers.\n']","Thong yip  is made from egg yolks like  foi thong . The difference is that instead of being thread-like,  thong yip  are shaped like flowers.",Sweet snacks,Sweet snacks
0,Cha dam yen,ชาดำเย็น,Black iced tea,,,"['It is made from strongly brewed black tea (""red tea"" in East Asia). The tea is sweetened with sugar and served with ice.\n']","It is made from strongly brewed black tea (""red tea"" in East Asia). The tea is sweetened with sugar and served with ice.",Drinks,Drinks
1,Cha manao,ชามะนาว,Lime flavored tea,,,"['It is made from strongly brewed black tea (""red tea"" in East Asia). The tea is sweetened with sugar flavored with sugar and lime and served hot or with ice. Mint may also be added.\n']","It is made from strongly brewed black tea (""red tea"" in East Asia). The tea is sweetened with sugar flavored with sugar and lime and served hot or with ice. Mint may also be added.",Drinks,Drinks
2,Cha ron,ชาร้อน,Thai hot tea,,,"['It is made from strongly brewed black tea (""red tea"" in East Asia). The tea is sweetened with sugar and condensed milk and served hot.\n']","It is made from strongly brewed black tea (""red tea"" in East Asia). The tea is sweetened with sugar and condensed milk and served hot.",Drinks,Drinks
3,Nam wan,น้ำหวาน,Concentrated artificial fruit-flavored syrup,,,['Normally poured on grated ice.\n'],Normally poured on grated ice.,Drinks,Drinks
4,Cha yen,ชาเย็น,Thai iced tea,,,"['It is made from strongly brewed black tea (""red tea"" in East Asia). Additional ingredients may include orange blossom water, star anise, crushed tamarind seed and sometimes other spices. The tea is sweetened with sugar and condensed milk and served chilled.\n']","It is made from strongly brewed black tea (""red tea"" in East Asia). Additional ingredients may include orange blossom water, star anise, crushed tamarind seed and sometimes other spices. The tea is sweetened with sugar and condensed milk and served chilled.",Drinks,Drinks
5,Kafae boran,กาแฟโบราณ,,,,"['Kafae boran', ' literally translates to ""ancient/traditional coffee"". It is a strong coffee that is served with sweetened ', 'condensed milk', ', similar in taste to the ', 'kopi', ' that is served at ', 'kopi tiam', ' (traditional coffee shops) of Malaysia and Singapore. It is usually made with ', 'robusta coffee', ' beans, by ', 'steeping the grounds', ' inside a brewing ""sock"".\n']","Kafae boran  literally translates to ""ancient/traditional coffee"". It is a strong coffee that is served with sweetened  condensed milk , similar in taste to the  kopi  that is served at  kopi tiam  (traditional coffee shops) of Malaysia and Singapore. It is usually made with  robusta coffee  beans, by  steeping the grounds  inside a brewing ""sock"".",Drinks,Drinks
6,Krating Daeng,กระทิงแดง,Thai red bull,,,"['An ', 'energy drink', ' and the origin of ', 'Red Bull', '.\n']",An  energy drink  and the origin of  Red Bull .,Drinks,Drinks
7,Lao khao,เหล้าขาว,Rice vodka,,,"['A distilled alcohol made from ', 'glutinous rice', ', it is often a home-made ', 'moonshine', '.\n']","A distilled alcohol made from  glutinous rice , it is often a home-made  moonshine .",Drinks,Drinks
8,Lao Mae Khong,เหล้าแม่โขง,Mekhong whiskey,,,"['Closer to a rum, it is distilled from ', 'sugarcane', ' and rice.\n']","Closer to a rum, it is distilled from  sugarcane  and rice.",Drinks,Drinks
9,Nam bai bua bok,น้ำใบบัวบก,Gotu kola juice,,,"['A refreshing drink made from the leaves of the Asiatic Pennywort (', 'Centella asiatica', ').\n']",A refreshing drink made from the leaves of the Asiatic Pennywort ( Centella asiatica ).,Drinks,Drinks
10,Nam dok anchan,น้ำดอกอัญชัน,Clitoria ternatea drink,,,"['A refreshing drink made from ', 'Clitoria ternatea', ' flower flavored with sugar served with ice.\n']",A refreshing drink made from  Clitoria ternatea  flower flavored with sugar served with ice.,Drinks,Drinks
11,Nam manao,น้ำมะนาว,Lime drink,,,['A refreshing drink made from lime juice flavored with sugar and a pinch of salt served with ice.\n'],A refreshing drink made from lime juice flavored with sugar and a pinch of salt served with ice.,Drinks,Drinks
12,Nam phan,น้ำพันช์,Thai,,,"['Resembling a ', 'slush puppie', ' laced with alcohol, this drink is popular with students. ', 'Nam', ' means liquid or water, ', 'phan', ' is derived from the English word ""', 'punch', '"": a beverage based on fruit and often containing alcohol.\n']","Resembling a  slush puppie  laced with alcohol, this drink is popular with students.  Nam  means liquid or water,  phan  is derived from the English word "" punch "": a beverage based on fruit and often containing alcohol.",Drinks,Drinks
13,Nam takhrai,น้ำตะไคร้,Lemongrass,,,['A refreshing drink made from lemongrass. It can be served either hot or with ice.\n'],A refreshing drink made from lemongrass. It can be served either hot or with ice.,Drinks,Drinks
14,Oliang,โอเลี้ยง,Iced black coffee,,,"['A sweet Thai black ', 'ice coffee', '. The name is of ', 'Teochew', ' origin where ""o"" means black, and ""liang"" means cold.\n']","A sweet Thai black  ice coffee . The name is of  Teochew  origin where ""o"" means black, and ""liang"" means cold.",Drinks,Drinks
15,Saeng som,แสงโสม,Sang Som,,,['A Thai rum which has been distilled since 1977.\n'],A Thai rum which has been distilled since 1977.,Drinks,Drinks
16,Satho,สาโท,Thai rice wine,,,"['A traditional ', 'rice wine', ' from the ', 'Isan', ' region.\n']",A traditional  rice wine  from the  Isan  region.,Drinks,Drinks
